id,weibo_content,weibo_place,publish_time,publish_tool,up_num,retweet_num,comment_num
4817,发表了博文《习总书记问了他什么？》3月5日下午，习近平总书记在人民大会堂上海厅，与上海代表团的代表们一起审议政府工作报告后，与代表们一一握手告别时看到曹可凡，习总书记问：“《可凡倾听》还在做吗？还在固习总书记问了他什么？,无,2015-03-20 14:31,新浪博客,789,26,27
4818,发表了博文《致牛津中国学生学者联谊会的公开信》尊敬的牛津中国学生学者联谊会、申志鹏主席：很荣幸接到你们的邀请，让我在英国预先感受到了一个精彩而又独特的羊年春节，这是继2014年11月在英国伦敦大学讲演致牛津中国学生学者联谊会的公开信,无,2015-03-20 10:00,新浪博客,876,23,33
4819,谢谢 @清华大学 研究生们最新制作的3·23讲演海报。,无,2015-03-19 19:54,iPhone 5s,2313,83,157
4820,下周一（3月23日）晚上 @清华大学 不见不散。苦练七十二变，笑对八十一难——来文新论坛，六小龄童为你讲述美猴王背后的故事,无,2015-03-19 13:25,微博 weibo.com,1770,73,129
4821,我的童丝 @野夫有怀 为我下个月即将到来的生日制作的纪念邮票。,无,2015-03-19 12:49,微博 weibo.com,1961,71,179
4822,"转发理由:昨晚很荣幸在尼泊尔驻华使馆会面，有关资料我会尽快寄去并请惠正，愿中马友谊万古长青。
原始用户: 马尔代夫驻华大使馆
转发内容: 马尔代夫驻华大使与《西游记》孙悟空扮演者、中国著名演员六小龄童合影。Ambassador happy to meet legendary monkey king.",无,2015-03-19 10:44,360安全浏览器,1589,33,64
4823,为庆祝中尼建交60周年，应尼泊尔驻华大使马赫什·库马尔·马斯基先生的邀请昨晚在北京参加了尼泊尔驻华使馆举行的“尼泊尔建军节”招待会，愿中尼人民世代友好，也希望尽早到佛祖释迦牟尼的故乡尼泊尔参拜。,无,2015-03-19 08:21,微博 weibo.com,1915,43,97
4824,昨天在大郑州录制河南卫视由 @何昊东 先生主持、陈鹏编导的 @河南卫视金色梦舞台 专辑，谢谢大家的关注与支持。,无,2015-03-18 21:50,微博 weibo.com,2249,65,215
4825,中原大地的河南人杰地灵，自古有很多历史文化名人，地下文物全国第一，我一直很喜欢这个地方，没想到昨晚在郑州东站出现这种不愉快的事情，有关媒体已经有了明确态度，大家要支持他们整改，让旅客有好的休息环境。,无,2015-03-18 10:06,微博 weibo.com,2232,135,352
4826,下午参加了河南卫视《金色梦舞台》栏目的录制，栏目组订的从郑州东站到北京的高铁商务座票，火车站宽大且乘客很少，找了半天商务座休息室，见写着商务座休息室的屋子亮着灯但无人值班，当时才19:10，旁人说下班了，此时此刻的郑州东站有车次运行但这里的工作人员已经休息了，郑州东站啊，是否该赔款？,无,2015-03-17 21:05,iPhone 5s,1859,159,426
4827,执著而有恒的任性我坚持。,无,2015-03-17 11:54,微博 weibo.com,4404,679,544
4828,发表了博文《伯父七龄童署名权官司终审判决胜诉》我曾先后于2012年3月、2014年7月就伯父七龄童是否为绍剧《孙悟空三打白骨精》的原始编剧和导演之一而进行的官司诉讼发表博文《伯父七龄童是绍剧<三打白骨伯父七龄童署名权官司终审判决胜诉,无,2015-03-16 10:00,新浪博客,1358,58,105
4829,"转发理由://@邂逅长大7：图一是历史书上的插图，当时还在说不是六小龄童吗，为什么是小六龄童，还超想老师讲一下，后来直到手机可以上网 想起来要查一下，才知道原来是六小龄童的二哥，才知道猴子 [猴子]家族，经典！怀念！[蜡烛]
原始用户: 六小龄童
转发内容: 今天（阴历正月二十四）是我的二哥章金星（艺名小六龄童）诞辰65周年纪念日，他在17岁时因白血病去世，如今他在天堂可以与伯父七龄童、父亲六龄童及其他绍剧前辈一起演绍剧猴戏，我们会永久深深的怀念他。",无,2015-03-16 09:07,iPhone 6 Plus,1708,141,144
4830,火眼金睛辨真伪，吃俺老孙一棒！,无,2015-03-15 11:36,微博 weibo.com,4639,212,384
4831,今天（阴历正月二十四）是我的二哥章金星（艺名小六龄童）诞辰65周年纪念日，他在17岁时因白血病去世，如今他在天堂可以与伯父七龄童、父亲六龄童及其他绍剧前辈一起演绍剧猴戏，我们会永久深深的怀念他。,无,2015-03-14 08:21,微博 weibo.com,9047,635,982
4832,"转发理由:谢谢这位有心人对这个戏的支持，从我塑造的玉皇大帝的形象中截取了那么多丰富多彩的剧照。
原始用户: 酥家小双鹰
转发内容: 我设计制作的《石敢当之雄峙天东》六小龄童版玉皇大帝扑克牌图样。",无,2015-03-13 13:12,360安全浏览器,2356,114,168
4833,刚刚收到全英中国学生学者联谊会主席李琦发来的全英学联的感谢信，访英期间的一切记忆历历在目。,无,2015-03-11 10:43,微博 weibo.com,2023,38,106
4834,2008年应邀在 @天津大学 讲演时，我与时任该校校长的龚克先生有过短暂会晤，其博学、平易之印象深刻。龚克：校长后面加副部级是丢人的事,无,2015-03-10 19:19,微博 weibo.com,1573,36,95
4835,谢谢《演员》杂志社、记者付出的辛勤劳动。【演员杂志】六小龄童,无,2015-03-10 14:31,微博 weibo.com,2120,95,185
4836,@解放日报 的报道：六小龄童欲拍电影《西游记》,无,2015-03-09 22:52,微博 weibo.com,847,49,156
4837,花果山=泰山？《西游记》作者是山东人？泰山就是花果山 孙悟空竟然是石敢当的“老乡”,无,2015-03-09 19:48,微博 weibo.com,1302,90,167
4838,近日不断传来老艺术家去世的噩耗，京剧马派创始人马连良先生长子、著名京剧表演艺术家马崇仁先生今晨5时许在京逝世，享年93岁，深感悲痛。父亲六龄童在京参加全国政协会议时曾与马老同屋住宿，我也多次拜访请教，了解了马派形成的真谛，他还为马派艺术音配像工程做出了重大贡献。马老千古！一路走好！,无,2015-03-09 17:03,微博 weibo.com,2540,176,253
4839,惊悉著名摄影艺术大师吕厚民先生于今天凌晨在京去世，享年88岁，深感悲痛，作为伴随新中国成长的红墙摄影师，他给我们留下了一幅幅经典不朽极其珍贵的历史瞬间。去年10月15日我与他一同参加习近平总书记主持召开的文艺工作座谈会并合影，留下了永恒的美好记忆，愿吕老一路走好！[蜡烛][蜡烛],无,2015-03-09 12:54,微博 weibo.com,1880,90,219
4840,我在 @浙江昆剧团 时的武生老师吴德嘉先生因病去世，享年73岁，今天下午在上海举行遗体告别时我托友人 @郑勇1980720 代为敬献了花圈，吴先生毕业于中国戏校（与后沙僧的扮演者刘大刚先生是同学），他教会了我《挑滑车》、《蜈蚣岭》等几出戏，给我打下了扎实的基础，愿吴先生一路走好！[蜡烛],无,2015-03-07 20:09,微博 weibo.com,2767,117,392
4841,从上影厂著名演员、央视版《西游记》中弥勒佛的饰演者铁牛老师的孙女处得知，铁牛老师于3月5日14:50仙逝，享年93岁，2012年7月我曾去上海某医院探望过他，那时他还很健康，没想到走得这么快，永远的“弥勒佛”，一路走好！[蜡烛][蜡烛],无,2015-03-06 18:32,微博 weibo.com,28021,15359,11085
4842,昨天电视台的全国收视率排行榜，@山东卫视 的《石敢当之雄峙天东》名列榜首，这是导演钱雁秋、张子健、刘德凯及全体工作人员的心血之作。感谢观众朋友对本剧及我所饰玉皇大帝艺术形象的关注与支持，只有闫爱华台长才有胆识让孙悟空敢于登上凌霄宝殿。,无,2015-03-06 11:42,iPhone 5s,3926,220,649
4843,纪念人民的好总理周恩来总理诞辰117周年。,无,2015-03-05 08:20,微博 weibo.com,12096,747,494
4844,今天是学雷锋纪念日，作为湖南雷锋小学的荣誉校长，希望大家学习全心全意为人民服务的“雷锋精神”，助人为乐、勤俭节约。,无,2015-03-05 08:09,微博 weibo.com,3713,99,91
4845,今天是农历元宵节，祝大家阖家团圆、节日快乐！,无,2015-03-05 08:01,微博 weibo.com,3689,96,215
4846,著名评书表演艺术大师袁阔成先生今天凌晨3时30分因心脏衰竭去世，享年86岁，他与刘兰芳、单田芳、田连元被大家合称“四大评书表演艺术家”，代表作品有《三国演义》、《水泊梁山》、《烈火金刚》等，他的仙逝是我国评书艺术的重大损失。沉痛悼念袁阔成先生！[蜡烛],无,2015-03-02 11:27,iPhone 5s,2493,333,329
4847,发表了博文《致全英学联的一封公开信》尊敬的全英学联、李琦主席：很荣幸在农历春节前接到你们的邀请函，让我与《六小龄童传》的作者冯伟杰先生在英国预先感受到了一个精彩而又独特的羊年春节，这是继2014年11致全英学联的一封公开信,无,2015-03-02 10:00,新浪博客,1132,22,46
4848,第八届“校园之星”两岸四地中国特长生才艺大赛开幕式昨天已圆满结束，今天孩子们开始紧张的比赛，祝愿大家放松心态，开心快乐的参加比赛，努力赛出好成绩。,无,2015-02-26 14:48,微博 weibo.com,1458,30,92
4849,发表了博文《荣获“德艺双馨终身成就奖”》结束了访英行程，我于英国时间2月18日傍晚（北京时间2月19日凌晨1时许）离开美丽的英国乘国航回国，经过近11个小时的航程，在羊年第一天的中午十二时前平安到京，荣获“德艺双馨终身成就奖”,无,2015-02-26 10:00,新浪博客,2454,57,205
4850,我参加的第八届“校园之星”两岸四地中国特长生才艺大赛开幕式在香港圆满结束，预祝选手们一切顺利！,无,2015-02-25 15:18,iPhone 5s,2299,31,140
4851,"马上登机去香港参加第八届""校园之星""全国总决赛开幕式。",无,2015-02-24 12:00,iPhone 5s,3985,60,400
4852,1962年的今天，文化名人胡适先生在台湾逝世，享年71岁，2009年我曾有幸在电视剧《北平战与和》中扮演胡适先生，他的《西游记考证》永远做为研究《西游记》的珍贵史料留存，希望能有机会拍摄一部更翔实细致的展现胡适先生完整一生的影视作品。,无,2015-02-24 11:17,微博 weibo.com,2226,86,104
4853,今晚21:10东方卫视播出的 @可凡倾听 春节特别节目《可凡和他的朋友们》中，我将讲述我的过去、现在和将来，并与秦怡老师及几位青年歌手等一起向电视观众拜年，23:57重播。,无,2015-02-24 09:53,微博 weibo.com,1435,32,62
4854,英国当地时间2月17日我在参加2015全英学联春晚前，接受了 @英国伦敦朋达传媒 的采访，这是他们的微信公众号对我的采访报道：悟空英伦再西行，撒播文化孙行者,无,2015-02-23 16:59,微博 weibo.com,746,20,52
4855,英国当地时间2月18日上午，我应邀做客 @欧洲时报 （英国版）报社，受到报社记者的热情欢迎，还有多位热心读者和外国粉丝也早早前来等待与我交流。报纸及报纸的微信公众号都对我做客的情况发了报道：【英伦事】羊年来了，“猴”还会远吗？ 、http://t.cn/Rw9awmh,无,2015-02-23 16:50,微博 weibo.com,1577,41,72
4856,牛津中国学联2015羊年春节联欢晚会的报道：http://t.cn/RwafdMw,无,2015-02-23 16:36,微博 weibo.com,1328,27,38
4857,牛津大学关于我的讲演的报道：http://t.cn/RwatgZb,无,2015-02-23 16:31,微博 weibo.com,1377,26,41
4858,刚在第十一届德艺双馨艺术家颁奖盛典上荣获“德艺双馨终身成就奖＂，由中国艺术家协会等主办方颁发，蓝天野、许还山、斯琴高娃、王立平、黄婉秋、陈铎、付林、迟重瑞、马德华、张纪中同获此奖，作为其中最年轻的获奖者深感任重道远。获“德艺双馨艺术家奖”的有张丰毅、侯永、吕薇、张宏光、任鲁豫等。,无,2015-02-23 14:22,360安全浏览器,2085,106,217
4859,来自英国的消息：昔日严复留学强国梦，今朝“悟空”英伦获殊荣,无,2015-02-20 13:19,微博 weibo.com,1501,33,95
4860,我是阿森纳球迷吗？在这段接受 @英国伦敦朋达传媒 的采访视频中告诉你。 六小龄童 英国伦敦采访 朋达传媒 PandaTV ,无,2015-02-19 20:54,优酷土豆,1047,49,70
4861,经过近11个小时的航程，回到祖国的怀抱啦……,无,2015-02-19 12:45,iPhone 5s,4918,88,631
4862,英国时间2月17日下午二时我在伦敦大学孔子学院讲演后，当晚应邀参加了在Troxy剧院举行的全英学联春晚，为现场二千多名来自世界各地留学生、观众进行了表演，并与中国驻英大使刘晓明先生进行了轻松愉悦的会面，我的表演从上场到结束掌声无数，感动无限……,无,2015-02-18 16:27,微博 weibo.com,2062,68,217
4863,在英国刚刚进入2月18日的除夕，我将于英国时间今天傍晚（北京时间2月19日凌晨1时许）乘国航回国，大年初一中午到北京与妻子于虹团聚过年。2015年是首个中英文化交流年，有幸打头阵并荣获“中英文化友谊使者”，任重道远……我在伦敦给大家拜年了，恭祝诸位羊年吉祥、新春快乐！,无,2015-02-18 08:00,360安全浏览器,2870,77,356
4864,昨天结束了在牛津大学的演讲后还沉浸在中外师生对西游传统文化热衷的情绪中，英国时间今天下午一时我在伦敦大学孔子学院进行了演讲，这是第一次以英国中华传统文化研究院荣誉院长的身份在全球第一所设音乐舞蹈专业的孔子学院演讲，路上收到了牛津大学中国学联主席申志鹏给我发来的短信，内容如下。,无,2015-02-18 06:45,微博 weibo.com,1589,48,110
4865,应牛津大学的邀请，英国时间2月16号晚7时我正式登上牛津大学的讲坛，在彭布罗克学院的Pichette Auditorium演讲厅与到场的海内外师生进行了讲演。现场座无虚席，国内外的嘉宾和影迷对中国西游文化、传统猴戏艺术的喜爱及给予我的支持和鼓励，让我在异国他乡预先感受到了一个精彩而又独特的羊年春节。,无,2015-02-17 09:51,微博 weibo.com,1593,66,144
4866,牛津中国学联的微信公众号发布的我的讲座消息：【学术讲座】春节系列活动之六小龄童讲座,无,2015-02-16 21:08,微博 weibo.com,686,14,42
4867,英国时间今晚19时（北京时间2月17日3时）我将作为中国内地演艺界第一个人走上牛津大学的讲坛，进行“苦练七十二变，笑对八十一难”主题讲演，既充满了自信，也希望与中外老师、学子们的沟通与交流能得到他们的共鸣与理解。讲演的情况与照片会在明天北京时间上午发布。,无,2015-02-16 20:58,微博 weibo.com,1566,86,137
4868,英国时间2月15日晚我作为特邀嘉宾出席了在牛津市政厅举行的牛津2015羊年中国春节联欢晚会，与牛津郡议会主席珀斯女士、牛津大学副校长罗林斯先生、中国驻英使馆沈阳公参等分别进行了友好交流 沟通，演唱了《敢问路在何方》并表演了猴棍，与海外华人同胞和留学生们共同度过了一个愉快而又难忘的夜晚。,无,2015-02-16 17:09,微博 weibo.com,1390,48,103
4869,来自陕西铜川玉华山宣传处的 2277微商ws.com 朋友发布消息说：“著名艺术大师，六小龄童艺术馆将在三阳开泰（羊年）2015年春季在陕西铜川（玄奘大师译经、圆寂圣地）玉华宫佛学圣地落成开馆，届时欢迎省内外热衷艺术的各界人士前往参观。”据悉，艺术馆目前还在积极布展中。【头条】习大大来到铜川，在照金参观并看望父老乡亲！,无,2015-02-15 16:29,微博 weibo.com,1272,59,103
4870,今晚起每天19:30 @山东卫视 、@贵州卫视 将开播我的新作古装神话剧《石敢当之雄峙天东》，我在剧中饰演玉皇大帝，请大家接受并喜欢我的新角色，看过后请在此对我的表演做出评价，其中山东卫视于次日11:44重播，并在每天的剧集播完后播放我录制的宣传片《玉帝妙答石敢当》。,无,2015-02-15 13:55,微博 weibo.com,1885,282,397
4871,今晚8时我在伦敦接受了由英国中华传统文化研究院颁发的“荣誉院长”聘书、严复文化教育基金会颁发的“英中文化友好使者”证书，中国驻英国大使馆参赞李辉先生到场见证，现场的热烈气氛使我忘记了白天长达6个多小时从格拉斯哥穿越Gretna Green小镇及温德米尔湖等地带来的疲倦。,无,2015-02-15 07:33,微博 weibo.com,2170,87,164
4872,英国时间13日凌晨7时许在餐厅用餐时，与两位英国影迷合影。早餐结束，匆匆拜谒爱丁堡王宫后，乘车前往苏格兰最大的湖泊罗蒙湖，并游览了湖边美丽的拉斯小镇，下午三点左右，到达名胜苏格兰高地，随后至格拉斯哥并在夜色中参观了乔治广场。明天（14日）我将再次穿越大不列颠岛，赴伦敦出席重要活动。,无,2015-02-14 07:42,微博 weibo.com,2114,69,221
4873,在英国看到 @欧洲时报 的微信公众号又这么写我了。 大师兄，英国需要你,无,2015-02-13 16:12,手机QQ浏览器iPhone版,1018,26,90
4874,今天的 @欧洲时报 发布的“2015羊年政要、明星新春贺词”中发布了我的贺词照片。,无,2015-02-13 15:25,微博 weibo.com,1055,25,75
4875,2月11日晚到达牛津后，英国时间12日上午7点半出发，途径伯明翰、曼彻斯特城等城市后进入苏格兰，赶在下午四点前顺利领取了爱丁堡城堡门票参观游览。现已是英国13日的午夜时分，今早将继续出访英国第三大城市格拉斯哥，愿惊喜连连。我买了几顶苏格兰帽，大家看我戴上这种帽子感觉怎样？,无,2015-02-13 08:16,微博 weibo.com,2841,104,541
4876,英国当地时间2月11日16时左右（北京时间今天零点左右）我们到达伦敦机场，牛津大学的同学们在机场迎接，接我们的英国司机理查德先生激动地说他很多年前就看过央视版《西游记》，并拉着我要求合影，合影后像小孩子一样开心。今天我们将前往苏格兰。,无,2015-02-12 14:55,微博 weibo.com,1528,41,150
4877,我正在等候飞往英国伦敦的航班出访伦敦、苏格兰、牛津等城市，并在牛津大学讲演，参加牛津大学、全英学联举办的两台春晚并表演，出任英国中华传统文化研究院的荣誉院长、获“英中文化友好使者”等，大年初一上午才能到京，会抽空与大家分享访英见闻，今天是小年，提前祝大家羊年吉祥、新春快乐！,无,2015-02-11 12:05,iPhone 5s,3142,73,460
4878,下午参加“特长生中国”的盛会，孩子们永远是纯真率心的。,无,2015-02-09 21:14,微博 weibo.com,1400,31,77
4879,"转发理由:我有幸担任贵州的旅游文化形象大使，此剧又得到了 @贵州卫视 及观众朋友的大力支持与关注。
原始用户: 贵州卫视剧乐部
转发内容: 【贵视新剧】2月15日起，古装神话大剧《石敢当之雄峙天东》将接档《勇敢的心》陪您一起过春节，该剧由钱雁秋导演，张子健、刘德凯、六小龄童等领衔主演，根据《西游记后传》及泰山石敢当传说改编。",无,2015-02-06 20:24,iPhone 5s,1430,82,109
4880,我与张子健、刘德凯等主演的电视剧《石敢当之雄峙天东》将于2月15日起在 @山东卫视 播出，“皇帝轮流做，明年到我家”，我终于梦想成真做了玉皇大帝，上午山东卫视一行五人专门到北京给我拍了20集宣传片《玉帝妙答石敢当》，该剧播出期间每天大家都能看到我以各种身份介绍拍摄花絮及有趣的民间传说。,无,2015-02-05 16:36,微博 weibo.com,1970,229,301
4881,"转发理由:深切怀念侯宝林先生，他挥亳题写“齐天大圣”四字的墨宝仍悬挂在上海 @六小龄童艺术馆 内供观众欣赏
原始用户: 人民日报
转发内容: 【大师侯宝林】他是“中国第六代相声大师”。16岁与相声结缘，从艺60年，众多作品脍炙人口。“我一生都是把欢笑带给观众，如果有一天我不得不永别观众，我也会带微笑而去。”1993年的今天，相声艺术大师侯宝林去世，享年76岁。这段经典的《关公战秦琼》你听过吗？http://t.cn/bQSsv 重温，缅怀！",无,2015-02-04 18:07,360安全浏览器,1120,93,44
4882,今天立春，立春决定一年的运势，不要吵架，不要生气，和和气气高高兴兴的度过这一天，这就给一年开个好兆头。非常重要哦！祝福大家新春好兆头，一生平安福！[大笑][祈祷],无,2015-02-04 10:22,iPhone 5s,9264,8992,1316
4883,希望大家喜欢我的新角色。『泰山石敢当传说拍成电视剧 近日登陆山东卫视_娱乐_泰安大众网』泰山石敢当传说拍成电视剧 近日登陆山东卫视,无,2015-02-03 18:36,iPhone 5s,2261,54,186
4884,"转发理由:终于要播出了。
原始用户: 山东卫视
转发内容: 【山东卫视 ● 《石敢当雄峙天东》】神话大片，裸眼3D，纳斯纳克游戏公司顶级团队，堪比世界科幻大片，绝对酷炫，绝对震撼，国内顶级神话巨制，《石敢当-雄峙天东》，就在山东卫视！石敢当，保安康！ 电视剧《石敢当之雄峙天东》宣传片 神话巨制版 山东卫视 ",无,2015-02-03 18:35,iPhone 5s,1059,35,48
4885,发表了博文《将在英国牛津大学讲坛讲演》继2014年11月在英国伦敦大学讲演后，应英国牛津大学的邀请，我将于2月11-18日再次出访英国伦敦、牛津、苏格兰等城市，2月16日晚在牛津大学进行“苦练七十二变将在英国牛津大学讲坛讲演,无,2015-02-02 10:00,新浪博客,1268,42,102
4886,应英国牛津大学的邀请，我将于2月11-18日再次出访英国，作为中国内地演艺界第一人走上牛津大学的讲台，进行“苦练七十二变，笑对八十一难”主题讲演，与中外学子共同感悟《西游记》给予人生的智慧与哲理。还将参加牛津大学、全英学联举办的两台春晚并表演，出任英国中华传统文化研究院的荣誉院长等。,无,2015-02-01 09:00,微博 weibo.com,5293,205,537
4887,今晚19:35北京文艺频道《春妮的周末时光》栏目中我与汪粤、@門敢鼎盛 （阚卫平）导演做客 @春妮 家，讲述我的传奇与梦想，2月7日23:20在北京卫视重播。,无,2015-01-31 12:12,微博 weibo.com,1234,47,114
4888,我最亲爱的父亲，您离开我们已经整整一年了，思念甚浓，不知已斗战胜佛的您和伯父七龄童、二哥小六龄童他们在天堂过得可好？衷心祝愿您天天有绍剧猴戏陪伴朝夕，我们永远怀念您。,无,2015-01-31 07:40,微博 weibo.com,7975,834,987
4889,昨晚参加了央视三套 @CCTV回声嘹亮 栏目我的专场录制， @迟重瑞--人生只做一事又何妨 、阎肃、王希钟及我的堂兄七小龄童、小七龄童也到场为我助阵，围绕“一世猴缘，美猴王是怎样炼成的”为主题进行了访谈并表演了节目。感谢芸嘉导演及栏目全体工作人员的辛勤付出！,无,2015-01-30 11:10,360安全浏览器,1558,59,152
4890,永远的“杨排”、长影著名电影表演艺术家梁音先生于今日凌晨在北京去世，享年90岁，他一定是去找阿米尔了，他的经典台词“阿米尔，冲！”永远留在观众耳边，我参演的电视剧《连城诀》原定由他出演一个角色，但后来换了其他演员。愿梁音先生一路走好，在天堂再塑新的艺术形象。[蜡烛][蜡烛],无,2015-01-26 13:19,微博 weibo.com,2202,196,285
4891,我参与录制的 @CCTV1开讲啦 阎肃专辑将于今晚22:38在央视一套播出，欢迎大家届时收看。,无,2015-01-24 10:00,iPhone 5s,1891,59,174
4892,今晚20:00 @BTV科教频道 《记忆2015》之《我们的1988》节目中我会带您重拾1988年的记忆，希望大家届时观看。,无,2015-01-23 15:57,专业版微博,1257,66,114
4893,惊闻曾在现代京剧《沙家浜》中成功饰演沙奶奶的京剧老旦名家万一英先生昨日因突发脑出血在京逝世，这是我国京剧老旦艺术的一大损失……2003年我曾与她在央视《夕阳红》栏目的“京剧戏迷乐”中作评委嘉宾，愿万先生一路走好！[蜡烛][蜡烛],无,2015-01-23 09:14,360安全浏览器,1847,128,218
4894,刚在 @北京电视台 录制了《我们的1988》特别节目，有缘再见 @杨--斌 老弟等，下周五晚20:00 @BTV科教频道 见！,无,2015-01-16 23:41,微博 weibo.com,1245,36,102
4895,发表了博文《玄奘大师译经处设“六小龄童艺术馆”》2008年6月18日我到陕西铜川玉华宫祭拜玄奘大师，参观玄奘纪念馆，被聘为“玉华玄奘研究所名誉所长”、“玉华玄奘纪念馆名誉馆长”，之后一直想申报“收藏玄玄奘大师译经处设“六小龄童艺术馆”,无,2015-01-16 11:28,新浪博客,964,29,42
4896,应越南驻中国大使馆阮文诗大使的邀请，今晚参加了中越建交65周年纪念晚宴，愿中越人民的友谊天长地久。,无,2015-01-15 21:43,iPhone 5s,1965,639,243
4897,发表了博文《悼何振梁先生》中国奥委会名誉主席何振梁先生因病于1月4日下午在京去世，享年85岁，得知噩耗，我深感悲痛。绍兴是名仕之乡，大禹、越王勾践、陆游、王羲之、秋瑾、徐锡麟、周恩来、鲁迅、蔡元培等都悼何振梁先生,无,2015-01-12 10:00,新浪博客,839,33,57
4898,刚刚参加了何振梁先生的遗体告别仪式，送他最后一程，之后接受了东方卫视、凤凰网、新浪网、乐视网等媒体的采访。,无,2015-01-10 11:46,微博 weibo.com,2035,42,173
4899,由 @强润影视 出品，王新民导演，我与 @陈龙、 @李彩华rainli李彩桦 、@刘峰超新家 、@隋存毅 、 @内蒙古武利平 、@何家勁kennyho 、 @钱漪 、 @韩英群 、@房鹿 @塔娜花日 等联合主演的42集 @电视剧新燕子李三 今晚起登陆湖北影视频道首播剧场，欢迎大家收看。,无,2015-01-09 17:03,微博 weibo.com,1823,199,162
4900,昨晚播出的 @艺术人生 我新录制的专辑再创收视新高：收视率0.71，份额2.25，感谢海内外观众的支持。  《艺术人生》 20150108 六小龄童专辑_艺术人生_视频_央视网 http://t.cn/RZxOPFo ,无,2015-01-09 12:07,CNTV,1221,113,118
4901,发表了博文《《可凡倾听》贺新春》新年伊始还在假期中，应上海电视台《可凡倾听》栏目的邀请，我于1月2日一早专程从北京前往出生地上海参加了此栏目春节特别节目的录制。《可凡倾听》是上海文广新闻传媒集团(SM《可凡倾听》贺新春,无,2015-01-09 10:00,新浪博客,745,16,36
4902,今晚21时在央视三套，我新录制的 @艺术人生 不见不散！,无,2015-01-08 17:06,微博 weibo.com,2116,78,237
4903,发表了博文《我与《艺术人生》的十年》《艺术人生》是中央电视台的名牌谈话节目，以“用艺术点亮生命，用情感温暖人心，探讨人生真谛，感悟艺术精神”为宗旨，以其独特的视角、真诚的情感交流、淋漓尽致的细节描写、我与《艺术人生》的十年,无,2015-01-08 10:00,新浪博客,770,18,30
4904,39年前的今天，人民的好总理周恩来总理去世，他一直受到中国乃至世界人民的尊敬和爱戴。我先后在郭凯敏导演的电视电影《1939·恩来回故里》、 @田禾导演 的20集电视连续剧《贺龙传奇》中扮演过周恩来总理，希望能拍成一部全景式反映周恩来总理一生的传记电视连续剧。,无,2015-01-08 08:19,360安全浏览器,2738,370,300
4905,新中国第一代瓯剧表演艺术家陈茶花老师于1月1日元旦这天病逝，享年85岁，她是父亲六龄童的艺友，我曾有幸看过她的表演，瓯剧是流行在浙江南部温州一带的古老剧种，又称“温州乱弹”。去年12月27日我应邀首次走进温州的高校在 @温州大学 、 @温州医科大学 讲演。愿陈茶花老师一路走好，瓯剧再创辉煌！,无,2015-01-07 13:16,微博 weibo.com,1268,71,85
4906,发表了博文《我的2014年》2015年已经来到，回顾已过去的2014年，有别离也有收获，有泪水也有喜悦，在此梳理一下2014年我的主要大事与观众朋友共同回顾。1月31日被誉为绍剧“南猴王”、“金猴宗师我的2014年,无,2015-01-06 10:00,新浪博客,1312,40,84
4907,"转发理由:想减肥的朋友们可以试试看。
原始用户: 可凡倾听
转发内容: @邓超 逼问何以瘦身30斤，经不起“拷打”，公布如下：1忌米饭，面食，甜品及高糖份水果。2早餐—两片面包及牛奶加麦片，午餐—鸡肉或海鲜沙拉，晚餐—清蒸鱼或水煮虾及蔬菜。3每天坚持50分钟快走或慢跑。4不熬夜早睡早起。若能坚持3月，必有成效！欲知祥情，请收看大年初六“可凡倾听”年度特别节目。",无,2015-01-05 21:47,360安全浏览器,1100,244,117
4908,惊闻中国奥委会名誉主席、我的上虞乡贤何振梁先生今天下午因病去世的噩耗，深感悲痛，我每年都与他一起参加上虞的新春团拜会等活动，我以孙悟空的形象申请北京奥运会吉祥物得到他的大力支持，他为中国奥林匹克运动做出了巨大贡献，他的去世是中国体育事业的重大损失，愿他一路走好！[蜡烛][蜡烛],无,2015-01-04 20:15,微博 weibo.com,2111,127,203
4909,我的从艺部分经历有幸与李时珍、曾国藩、梅兰芳等历史文化名人一起入选：湖北省义务教育实验教科书，经湖北省中小学教科审定委员会审定通过（试用）五年级的《心里健康教育》！ 万航渡路 http://t.cn/z8WGAKG,http://t.cn/z8WGAKG,2015-01-03 12:50,iPhone 6 Plus,1302,31,107
4910,又收到伦敦《英中时报》的专访样报，谢谢欧洲媒体对中国传统及西游文化弘扬的大力支持… 万航渡路 http://t.cn/z8WGAKG,http://t.cn/z8WGAKG,2015-01-03 11:40,iPhone 6 Plus,1124,32,65
4911,刚刚应上海电视台 @可凡倾听 栏目的邀请专程来我的出生地上海录节目，深深为2014年12月31日晚在外滩陈毅广场发生的拥挤踩踏事故中逝去的年轻生命们而痛惜，愿逝者安息，伤者尽快康复，春节临近，衷心希望有关部门彻底反思避免未来再发生此类悲剧。[蜡烛][蜡烛],无,2015-01-02 22:50,iPhone 5s,1310,34,90
4912,新年伊始还在假期中，应上海电视台 @可凡倾听 栏目的邀请，今天专程从北京前往我的出生地上海与秦怡老师等参加此栏目春节特别节目的录制，接受主持人曹可凡的采访，讲述我的过去、现在和将来，初定于大年初六晚播出，具体播出时间请注意栏目微博的预告。,无,2015-01-02 20:00,微博 weibo.com,1149,36,82
4913,今晚23:10央视十套《人物》栏目播出《角儿·六小龄童》，欢迎大家收看。,无,2015-01-02 08:08,微博 weibo.com,2572,115,200
